Node-Id,Node-Title,authorityCentrality-1-Meta Network,authorityCentrality-1-Meta Network-unscaled,authorityCentrality-2-Meta Network,authorityCentrality-2-Meta Network-unscaled,betweennessCentrality-1-Meta Network,betweennessCentrality-1-Meta Network-unscaled,betweennessCentrality-2-Meta Network,betweennessCentrality-2-Meta Network-unscaled,betweennessCentrality-3-Meta Network,betweennessCentrality-3-Meta Network-unscaled,bonacichPowerCentrality-1-Meta Network,bonacichPowerCentrality-1-Meta Network-unscaled,bonacichPowerCentrality-2-Meta Network,bonacichPowerCentrality-2-Meta Network-unscaled,closenessCentrality-1-Meta Network,closenessCentrality-1-Meta Network-unscaled,closenessCentrality-2-Meta Network,closenessCentrality-2-Meta Network-unscaled,closenessCentrality-3-Meta Network,closenessCentrality-3-Meta Network-unscaled,contributionCentrality-1-Meta Network,contributionCentrality-1-Meta Network-unscaled,contributionCentrality-2-Meta Network,contributionCentrality-2-Meta Network-unscaled,eccentricityCentrality-1-Meta Network,eccentricityCentrality-2-Meta Network,eccentricityCentrality-3-Meta Network,egoBetweennessCentrality-1-Meta Network,egoBetweennessCentrality-2-Meta Network,eigenvectorCentrality-1-Meta Network,eigenvectorCentrality-1-Meta Network-unscaled,eigenvectorCentrality-2-Meta Network,eigenvectorCentrality-2-Meta Network-unscaled,exponentialRankCentrality-1-Meta Network,exponentialRankCentrality-1-Meta Network-unscaled,exponentialRankCentrality-2-Meta Network,exponentialRankCentrality-2-Meta Network-unscaled,hubCentrality-1-Meta Network,hubCentrality-1-Meta Network-unscaled,hubCentrality-2-Meta Network,hubCentrality-2-Meta Network-unscaled,inClosenessCentrality-1-Meta Network,inClosenessCentrality-1-Meta Network-unscaled,inClosenessCentrality-2-Meta Network,inClosenessCentrality-2-Meta Network-unscaled,inClosenessCentrality-3-Meta Network,inClosenessCentrality-3-Meta Network-unscaled,inDegreeCentrality-1-Meta Network,inDegreeCentrality-1-Meta Network-unscaled,inDegreeCentrality-2-Meta Network,inDegreeCentrality-2-Meta Network-unscaled,inDegreeCentrality-3-Meta Network,inDegreeCentrality-3-Meta Network-unscaled,inDegreeCentrality-4-Meta Network,inDegreeCentrality-4-Meta Network-unscaled,inInverseClosenessCentrality-1-Meta Network,inInverseClosenessCentrality-1-Meta Network-unscaled,inInverseClosenessCentrality-2-Meta Network,inInverseClosenessCentrality-2-Meta Network-unscaled,inInverseClosenessCentrality-3-Meta Network,inInverseClosenessCentrality-3-Meta Network-unscaled,informationCentrality-1-Meta Network,informationCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-1-Meta Network,inverseClosenessCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-2-Meta Network,inverseClosenessCentrality-2-Meta Network-unscaled,inverseClosenessCentrality-3-Meta Network,inverseClosenessCentrality-3-Meta Network-unscaled,katzCentrality-1-Meta Network,katzCentrality-1-Meta Network-unscaled,katzCentrality-2-Meta Network,katzCentrality-2-Meta Network-unscaled,outDegreeCentrality-1-Meta Network,outDegreeCentrality-1-Meta Network-unscaled,outDegreeCentrality-2-Meta Network,outDegreeCentrality-2-Meta Network-unscaled,outDegreeCentrality-3-Meta Network,outDegreeCentrality-3-Meta Network-unscaled,outDegreeCentrality-4-Meta Network,outDegreeCentrality-4-Meta Network-unscaled,pageRankCentrality-1-Meta Network,pageRankCentrality-2-Meta Network,potentialBoundarySpanner-1-Meta Network,potentialBoundarySpanner-2-Meta Network,radialityCentrality-1-Meta Network,radialityCentrality-1-Meta Network-unscaled,radialityCentrality-2-Meta Network,radialityCentrality-2-Meta Network-unscaled,radialityCentrality-3-Meta Network,radialityCentrality-3-Meta Network-unscaled,totalDegreeCentrality-1-Meta Network,totalDegreeCentrality-1-Meta Network-unscaled,totalDegreeCentrality-2-Meta Network,totalDegreeCentrality-2-Meta Network-unscaled,totalDegreeCentrality-3-Meta Network,totalDegreeCentrality-3-Meta Network-unscaled,totalDegreeCentrality-4-Meta Network,totalDegreeCentrality-4-Meta Network-unscaled,
3744,3744,0,0,0,0,0,0,0,0,0.001,11288.431,0,9.482e-04,0,0.002,2.502e-04,0,2.502e-04,0,2.549e-06,0,3.338e-06,2.360e-06,0,0,4,4,8,0,0.032,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.074e-05,0,2.074e-05,0,0,0,4.953e-04,2,4.953e-04,2,1.899e-05,80,0.020,80,0.016,64.164,0.016,64.164,0.273,1103.063,6.701e-05,0.846,0.005,19.250,0.005,19.250,0.273,1103.062,0.005,0.006,0.001,0.002,2.476e-04,1,2.476e-04,1,1.899e-05,80,0.020,80,8.487e-05,4.055e-05,0,0.001,0.010,169541,0.010,169541,0.907,15426809856.000,3.715e-04,3,3.715e-04,3,1.899e-05,80,0.020,80,
3745,3745,0,0,0,0,0,6.333,0,6.333,6.390e-06,52.081,1.453e-06,0.002,0,4.458e-04,2.477e-04,0,2.477e-04,0,2.549e-06,0,2.161e-06,1.528e-06,0,0,1,1,10,0.100,0.150,0,0,0,0,0.510,2.357e-04,0.993,2.475e-04,0,0,0,0,2.075e-05,0,2.075e-05,0,0,0,9.906e-04,4,9.906e-04,4,4.510e-06,19,0.004,16,0.018,73.747,0.018,73.747,0.178,717.178,1.161e-04,1.465,4.953e-04,2,4.953e-04,2,0.178,717.178,0.010,0.013,3.170e-04,4.458e-04,4.953e-04,2,4.953e-04,2,4.510e-06,19,0.004,16,1.354e-04,9.848e-06,6.113e-06,2.217e-05,4.953e-04,8076,4.953e-04,8076,0.907,15426802688.000,7.429e-04,6,7.429e-04,6,4.510e-06,19,0.004,16,
3746,3746,0,0,0,0,0,0,0,0,0,0,0,8.523e-04,0,5.010e-05,2.476e-04,0,2.476e-04,0,2.549e-06,0,2.086e-06,1.475e-06,0,0,1,1,10,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.074e-05,0,2.074e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,2,4.952e-04,2,0.016,63.164,0.016,63.164,0.179,720.881,6.699e-05,0.846,2.476e-04,1,2.476e-04,1,0.179,720.881,0.003,0.003,3.563e-05,5.010e-05,2.476e-04,1,2.476e-04,1,0,2,4.952e-04,2,5.663e-05,0,0,0,2.476e-04,4038,2.476e-04,4038,0.907,15426802688.000,2.476e-04,2,2.476e-04,2,0,2,4.952e-04,2,
3747,3747,0,0,0,0,1.831e-05,298.548,1.831e-05,298.548,9.164e-06,74.690,7.378e-06,0.009,0,0.003,2.490e-04,0,2.490e-04,0,2.549e-06,0,2.386e-06,1.687e-06,0,0,6,6,10,0.109,0.029,0,0,0,0,0.519,2.402e-04,0.993,2.475e-04,0,0,0,0,2.076e-05,0,2.076e-05,0,0,0,0.003,12,0.003,12,2.991e-05,126,0.008,33,0.021,85.864,0.021,85.864,0.188,759.415,2.803e-04,3.539,0.003,13.600,0.003,13.600,0.188,759.414,0.031,0.039,0.002,0.003,0.002,10,0.002,10,2.991e-05,126,0.008,33,1.866e-04,6.309e-05,7.859e-05,4.794e-06,0.006,92834,0.006,92834,0.907,15426803712.000,0.003,22,0.003,22,2.991e-05,126,0.008,33,
3748,3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476e-04,0,2.476e-04,0,0,0,2.073e-06,1.466e-06,0,0,0,0,0,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.074e-05,0,2.074e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,0,0,0,0.016,63.164,0.016,63.164,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0,0,0,0,0,0,5.663e-05,0,0,0,0,0,0,0,0,0,1.238e-04,1,1.238e-04,1,0,0,0,0,
3749,3749,0,0,0,0,0,0,0,0,3.007e-05,245.070,2.932e-06,0.003,0,0.001,2.481e-04,0,2.481e-04,0,2.549e-06,0,2.148e-06,1.519e-06,0,0,2,2,10,0,0.040,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.075e-05,0,2.075e-05,0,0,0,4.953e-04,2,4.953e-04,2,1.021e-05,43,0.008,31,0.017,67.681,0.017,67.681,0.194,782.141,1.831e-04,2.311,0.001,6,0.001,6,0.194,782.140,0.005,0.006,7.171e-04,0.001,9.906e-04,4,9.906e-04,4,1.021e-05,43,0.008,31,6.954e-05,2.160e-05,0,4.609e-05,0.002,32300,0.002,32300,0.907,15426804736.000,7.429e-04,6,7.429e-04,6,1.021e-05,43,0.008,31,
3751,3751,0,0,0,0,0,1,0,1,0,2.956,2.191e-06,0.003,0,3.807e-04,2.480e-04,0,2.480e-04,0,2.549e-06,0,2.126e-06,1.503e-06,0,0,3,3,11,0.033,0.095,0,0,0,0,0.508,2.351e-04,0.993,2.475e-04,0,0,0,0,2.075e-05,0,2.075e-05,0,0,0,7.429e-04,3,7.429e-04,3,3.798e-06,16,0.002,9,0.017,68.681,0.017,68.681,0.159,641.015,1.535e-04,1.938,0.001,4.667,0.001,4.667,0.159,641.014,0.008,0.010,2.707e-04,3.807e-04,7.429e-04,3,7.429e-04,3,3.798e-06,16,0.002,9,8.688e-05,7.410e-06,0,1.494e-06,0.002,28260,0.002,28260,0.907,15426800640.000,7.429e-04,6,7.429e-04,6,3.798e-06,16,0.002,9,
3752,3752,0,0,0,0,7.151e-06,116.573,7.151e-06,116.573,3.729e-05,303.948,5.173e-06,0.006,0,0.003,2.514e-04,0,2.514e-04,0,2.549e-06,0,3.297e-06,2.332e-06,0,0,6,6,9,0.059,0.029,0,0,0,0,0.519,2.402e-04,0.993,2.475e-04,0,0,0,0,2.079e-05,0,2.079e-05,0,0,0,0.003,12,0.003,12,3.442e-05,145,0.014,57,0.025,99.998,0.025,99.998,0.222,898.314,2.434e-04,3.073,0.006,25.483,0.006,25.483,0.222,898.313,0.031,0.039,0.002,0.003,0.002,7,0.002,7,3.442e-05,145,0.014,57,1.824e-04,7.382e-05,3.553e-05,1.695e-05,0.015,246198,0.015,246198,0.907,15426806784.000,0.002,19,0.002,19,3.442e-05,145,0.014,57,
3753,3753,0,0,0,0,3.484e-06,56.793,3.484e-06,56.793,1.015e-05,82.765,6.588e-06,0.008,0,0.004,2.484e-04,0,2.484e-04,0,2.549e-06,0,2.501e-06,1.768e-06,0,0,3,3,10,0.038,0.055,0,0,0,0,0.525,2.426e-04,0.993,2.475e-04,0,0,0,0,2.077e-05,0,2.077e-05,0,0,0,0.004,16,0.004,16,3.869e-05,163,0.012,47,0.025,100.897,0.025,100.897,0.181,732.779,2.697e-04,3.404,0.003,10.833,0.003,10.833,0.181,732.778,0.042,0.052,0.003,0.004,0.002,9,0.002,9,3.869e-05,163,0.012,47,1.712e-04,8.204e-05,1.316e-05,4.106e-06,0.003,52489,0.003,52489,0.907,15426802688.000,0.003,25,0.003,25,3.869e-05,163,0.012,47,
3754,3754,0,0,0,0,0,2.525,0,2.525,3.251e-05,264.986,0,8.557e-04,0,5.362e-04,2.480e-04,0,2.480e-04,0,2.549e-06,0,2.288e-06,1.618e-06,0,0,5,5,9,0.045,0.125,0,0,0,0,0.513,2.374e-04,0.993,2.475e-04,0,0,0,0,2.079e-05,0,2.079e-05,0,0,0,0.002,7,0.002,7,5.460e-06,23,0.006,23,0.025,102.482,0.025,102.482,0.221,891.826,6.704e-05,0.846,6.480e-04,2.617,6.480e-04,2.617,0.221,891.825,0.018,0.023,3.813e-04,5.362e-04,2.476e-04,1,2.476e-04,1,5.460e-06,23,0.006,23,9.535e-05,1.204e-05,1.828e-06,9.317e-05,0.001,24216,0.001,24216,0.907,15426806784.000,9.906e-04,8,9.906e-04,8,5.460e-06,23,0.006,23,
3755,3755,0,0,0,0,0,1.315,0,1.315,0.001,11813.544,2.281e-06,0.003,0,0.004,2.502e-04,0,2.502e-04,0,2.549e-06,0,4.816e-06,3.405e-06,0,0,4,4,8,0.024,0.058,0,0,0,0,0.511,2.363e-04,0.993,2.475e-04,0,0,0,0,2.079e-05,0,2.079e-05,0,0,0,0.001,5,0.001,5,3.869e-05,163,0.030,121,0.024,97.133,0.024,97.133,0.271,1095.396,1.535e-04,1.938,0.005,20.583,0.005,20.583,0.271,1095.395,0.013,0.016,0.003,0.004,7.429e-04,3,7.429e-04,3,3.869e-05,163,0.030,121,7.767e-05,8.190e-05,0,5.861e-04,0.010,169545,0.010,169545,0.907,15426809856.000,9.906e-04,8,9.906e-04,8,3.869e-05,163,0.030,121,
3757,3757,0,0,0,0,0,2.693,0,2.693,9.320e-06,75.965,5.899e-06,0.007,0,0.003,2.485e-04,0,2.485e-04,0,2.549e-06,0,2.157e-06,1.525e-06,0,0,3,3,10,0.008,0.015,0,0,0,0,0.516,2.385e-04,0.993,2.475e-04,0,0,0,0,2.074e-05,0,2.074e-05,0,0,0,0.002,9,0.002,9,2.777e-05,117,0.009,37,0.018,71.164,0.018,71.164,0.186,751.531,2.575e-04,3.251,0.003,11.167,0.003,11.167,0.186,751.531,0.023,0.029,0.002,0.003,0.002,8,0.002,8,2.777e-05,117,0.009,37,1.115e-04,5.945e-05,0,5.250e-06,0.004,60561,0.004,60561,0.907,15426803712.000,0.002,17,0.002,17,2.777e-05,117,0.009,37,
3758,3758,0,0,0,0,3.975e-05,648.026,3.975e-05,648.026,5.868e-05,478.271,1.488e-05,0.017,0,0.011,2.516e-04,0,2.516e-04,0,2.549e-06,0,3.057e-06,2.162e-06,0,0,4,4,9,0.108,0.005,0,0,0,0,0.535,2.472e-04,0.993,2.475e-04,0,0,0,0,2.079e-05,0,2.079e-05,0,0,0,0.006,24,0.006,24,1.068e-04,450,0.026,104,0.029,118.732,0.029,118.732,0.217,875.897,3.405e-04,4.298,0.010,39.167,0.010,39.167,0.217,875.896,0.062,0.078,0.007,0.011,0.005,20,0.005,20,1.068e-04,450,0.026,104,2.057e-04,2.294e-04,8.529e-05,8.595e-06,0.016,258370,0.016,258370,0.907,15426806784.000,0.005,44,0.005,44,1.068e-04,450,0.026,104,
3759,3759,0,0,0,0,1.797e-05,292.865,1.797e-05,292.865,6.564e-06,53.505,5.149e-06,0.006,0,0.002,2.484e-04,0,2.484e-04,0,2.549e-06,0,2.259e-06,1.598e-06,0,0,3,3,10,0.045,0.012,0,0,0,0,0.519,2.402e-04,0.993,2.475e-04,0,0,0,0,2.077e-05,0,2.077e-05,0,0,0,0.003,12,0.003,12,2.445e-05,103,0.009,36,0.024,95.781,0.024,95.781,0.185,748.531,2.434e-04,3.072,0.003,10.167,0.003,10.167,0.185,748.531,0.031,0.039,0.002,0.002,0.002,7,0.002,7,2.445e-05,103,0.009,36,1.393e-04,5.242e-05,8.926e-05,4.201e-06,0.003,56523,0.003,56523,0.907,15426803712.000,0.002,19,0.002,19,2.445e-05,103,0.009,36,
3760,3760,0,0,0,0,2.162e-05,352.362,2.162e-05,352.362,1.088e-04,886.824,2.273e-06,0.003,0,0.004,2.502e-04,0,2.502e-04,0,2.549e-06,0,9.322e-06,6.591e-06,0,0,4,4,9,0.028,0.019,0,0,0,0,0.522,2.414e-04,0.993,2.475e-04,0,0,0,0,2.080e-05,0,2.080e-05,0,0,0,0.003,14,0.003,14,4.130e-05,174,0.026,105,0.030,122.847,0.030,122.847,0.237,957.211,1.536e-04,1.939,0.005,20.250,0.005,20.250,0.237,957.210,0.037,0.046,0.003,0.004,7.429e-04,3,7.429e-04,3,4.130e-05,174,0.026,105,1.417e-04,8.726e-05,1.200e-04,4.122e-05,0.010,169543,0.010,169543,0.907,15426807808.000,0.002,17,0.002,17,4.130e-05,174,0.026,105,
3761,3761,0,0,0,0,0,14.215,0,14.215,1.031e-05,84.002,3.670e-06,0.004,0,0.003,2.489e-04,0,2.489e-04,0,2.549e-06,0,2.383e-06,1.685e-06,0,0,4,4,9,0.011,0.031,0,0,0,0,0.524,2.425e-04,0.993,2.475e-04,0,0,0,0,2.080e-05,0,2.080e-05,0,0,0,0.004,16,0.004,16,2.896e-05,122,0.013,52,0.028,112.398,0.028,112.398,0.204,823.692,2.071e-04,2.614,0.003,10.500,0.003,10.500,0.204,823.691,0.041,0.052,0.002,0.003,0.001,5,0.001,5,2.896e-05,122,0.013,52,1.771e-04,6.268e-05,3.920e-06,5.568e-06,0.005,84765,0.005,84765,0.907,15426804736.000,0.003,21,0.003,21,2.896e-05,122,0.013,52,
3762,3762,0,0,0,0,0,6.892,0,6.892,4.401e-06,35.873,5.239e-06,0.006,0,0.005,2.508e-04,0,2.508e-04,0,2.549e-06,0,4.304e-06,3.043e-06,0,0,5,5,9,0.037,0.012,0,0,0,0,0.517,2.392e-04,0.993,2.475e-04,0,0,0,0,2.080e-05,0,2.080e-05,0,0,0,0.002,10,0.002,10,5.436e-05,229,0.021,85,0.029,116.147,0.029,116.147,0.219,885.947,2.434e-04,3.072,0.006,24.617,0.006,24.617,0.219,885.946,0.026,0.033,0.004,0.005,0.002,7,0.002,7,5.436e-05,229,0.021,85,9.974e-05,1.137e-04,2.348e-06,1.267e-06,0.013,205864,0.013,205864,0.907,15426806784.000,0.002,17,0.002,17,5.436e-05,229,0.021,85,
3763,3763,0,0,0,0,2.834e-05,462.053,2.834e-05,462.053,4.545e-04,3704.452,3.773e-06,0.004,0,0.003,2.514e-04,0,2.514e-04,0,2.549e-06,0,2.357e-06,1.667e-06,0,0,5,5,9,0.116,0.228,0,0,0,0,0.513,2.374e-04,0.993,2.475e-04,0,0,0,0,2.077e-05,0,2.077e-05,0,0,0,0.002,7,0.002,7,2.920e-05,123,0.018,71,0.023,94.831,0.023,94.831,0.219,885.114,2.070e-04,2.614,0.007,28.033,0.007,28.033,0.219,885.113,0.018,0.023,0.002,0.003,0.001,5,0.001,5,2.920e-05,123,0.018,71,9.239e-05,6.322e-05,2.230e-04,2.435e-04,0.015,250261,0.015,250261,0.907,15426805760.000,0.001,12,0.001,12,2.920e-05,123,0.018,71,
3764,3764,0,0,0,0,3.079e-05,501.858,3.079e-05,501.858,1.745e-04,1422.489,9.602e-06,0.011,0,0.005,2.513e-04,0,2.513e-04,0,2.549e-06,0,2.824e-06,1.997e-06,0,0,5,5,9,0.153,0.042,0,0,0,0,0.524,2.425e-04,0.993,2.475e-04,0,0,0,0,2.080e-05,0,2.080e-05,0,0,0,0.004,16,0.004,16,5.483e-05,231,0.024,98,0.029,119.065,0.029,119.065,0.224,905.814,3.052e-04,3.853,0.008,31.783,0.008,31.783,0.224,905.813,0.041,0.052,0.004,0.005,0.003,13,0.003,13,5.483e-05,231,0.024,98,1.651e-04,1.165e-04,1.002e-04,4.980e-05,0.015,238166,0.015,238166,0.907,15426806784.000,0.004,29,0.004,29,5.483e-05,231,0.024,98,
3765,3765,0,0,0,0,0,0,0,0,0.002,13929.564,1.543e-06,0.002,0,0.003,2.502e-04,0,2.502e-04,0,2.549e-06,0,3.595e-06,2.542e-06,0,0,4,4,8,0,0.083,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.077e-05,0,2.077e-05,0,0,0,4.953e-04,2,4.953e-04,2,2.943e-05,124,0.027,111,0.020,81.265,0.020,81.265,0.275,1109.729,1.161e-04,1.465,0.005,20.250,0.005,20.250,0.275,1109.729,0.005,0.007,0.002,0.003,4.953e-04,2,4.953e-04,2,2.943e-05,124,0.027,111,6.028e-05,6.254e-05,0,9.084e-04,0.010,169545,0.010,169545,0.907,15426809856.000,4.953e-04,4,4.953e-04,4,2.943e-05,124,0.027,111,
3766,3766,0,0,0,0,0,0,0,0,6.518e-06,53.125,3.702e-06,0.004,0,0.002,2.489e-04,0,2.489e-04,0,2.549e-06,0,2.189e-06,1.548e-06,0,0,6,6,10,0,0.055,0,0,0,0,0.511,2.363e-04,0.993,2.475e-04,0,0,0,0,2.076e-05,0,2.076e-05,0,0,0,0.001,5,0.001,5,1.638e-05,69,0.007,28,0.020,79.397,0.020,79.397,0.187,756.248,2.070e-04,2.614,0.003,10.600,0.003,10.600,0.187,756.247,0.013,0.016,0.001,0.002,0.001,5,0.001,5,1.638e-05,69,0.007,28,8.663e-05,3.491e-05,0,6.226e-06,0.005,88792,0.005,88792,0.907,15426803712.000,0.001,10,0.001,10,1.638e-05,69,0.007,28,
3767,3767,0,0,0,0,6.547e-06,106.724,6.547e-06,106.724,1.419e-04,1156.964,3.700e-06,0.004,0,0.002,2.511e-04,0,2.511e-04,0,2.549e-06,0,2.333e-06,1.649e-06,0,0,5,5,9,0.156,0.099,0,0,0,0,0.511,2.363e-04,0.993,2.475e-04,0,0,0,0,2.080e-05,0,2.080e-05,0,0,0,0.001,5,0.001,5,2.374e-05,100,0.017,67,0.026,104.671,0.026,104.671,0.223,899.980,2.070e-04,2.614,0.006,24.867,0.006,24.867,0.223,899.979,0.013,0.016,0.002,0.002,0.001,5,0.001,5,2.374e-05,100,0.017,67,8.483e-05,5.093e-05,6.180e-05,9.356e-05,0.014,230073,0.014,230073,0.907,15426806784.000,0.001,10,0.001,10,2.374e-05,100,0.017,67,
3768,3768,0,0,0,0,5.996e-06,97.742,5.996e-06,97.742,2.928e-04,2386.800,8.185e-06,0.010,0,0.005,2.512e-04,0,2.512e-04,0,2.549e-06,0,2.536e-06,1.793e-06,0,0,5,5,9,0.060,0.020,0,0,0,0,0.520,2.403e-04,0.993,2.475e-04,0,0,0,0,2.079e-05,0,2.079e-05,0,0,0,0.003,12,0.003,12,5.507e-05,232,0.022,88,0.027,108.731,0.027,108.731,0.221,891.178,2.896e-04,3.655,0.008,30.367,0.008,30.367,0.221,891.177,0.031,0.039,0.004,0.005,0.003,11,0.003,11,5.507e-05,232,0.022,88,1.197e-04,1.180e-04,2.461e-05,8.319e-05,0.014,234128,0.014,234128,0.907,15426806784.000,0.003,23,0.003,23,5.507e-05,232,0.022,88,
3769,3769,0,0,0,0,0,17.808,0,17.808,1.078e-04,878.351,1.459e-06,0.002,0,4.023e-04,2.478e-04,0,2.478e-04,0,2.549e-06,0,2.433e-06,1.720e-06,0,0,2,2,9,0.063,0.894,0,0,0,0,0.518,2.397e-04,0.993,2.475e-04,0,0,0,0,2.077e-05,0,2.077e-05,0,0,0,0.003,11,0.003,11,4.035e-06,17,0.003,13,0.024,94.947,0.024,94.947,0.210,847.897,1.161e-04,1.465,7.429e-04,3,7.429e-04,3,0.210,847.896,0.029,0.036,2.861e-04,4.023e-04,4.953e-04,2,4.953e-04,2,4.035e-06,17,0.003,13,1.151e-04,8.228e-06,7.933e-06,4.178e-04,9.905e-04,16150,9.905e-04,16150,0.907,15426805760.000,0.002,13,0.002,13,4.035e-06,17,0.003,13,
3770,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476e-04,0,2.476e-04,0,0,0,2.491e-06,1.762e-06,0,0,0,0,0,0,0,0,0,0,0,0.517,2.391e-04,0.993,2.475e-04,0,0,0,0,2.079e-05,0,2.079e-05,0,0,0,0.002,10,0.002,10,0,0,0,0,0.029,116.223,0.029,116.223,0,0,0,0,0,0,0,0,0,0,0.026,0.033,0,0,0,0,0,0,0,0,0,0,1.224e-04,0,0,0,0,0,0,0,0,0,0.001,10,0.001,10,0,0,0,0,
3771,3771,0,0,0,0,2.585e-06,42.143,2.585e-06,42.143,0.003,23697.816,2.188e-06,0.003,0,0.001,2.480e-04,0,2.480e-04,0,2.549e-06,0,2.202e-06,1.557e-06,0,0,3,3,9,0.155,0.630,0,0,0,0,0.510,2.357e-04,0.993,2.475e-04,0,0,0,0,2.074e-05,0,2.074e-05,0,0,0,9.906e-04,4,9.906e-04,4,1.139e-05,48,0.011,44,0.017,67.997,0.017,67.997,0.221,890.861,1.535e-04,1.938,0.001,4.833,0.001,4.833,0.221,890.860,0.010,0.013,7.990e-04,0.001,7.429e-04,3,7.429e-04,3,1.139e-05,48,0.011,44,1.010e-04,2.468e-05,3.486e-05,0.004,0.002,28261,0.002,28261,0.907,15426806784.000,8.668e-04,7,8.668e-04,7,1.139e-05,48,0.011,44,
3772,3772,0,0,0,0,7.215e-06,117.622,7.215e-06,117.622,2.620e-04,2135.831,2.935e-06,0.003,0,0.002,2.487e-04,0,2.487e-04,0,2.549e-06,0,3.646e-06,2.578e-06,0,0,3,3,9,0.107,0.274,0,0,0,0,0.510,2.357e-04,0.993,2.475e-04,0,0,0,0,2.081e-05,0,2.081e-05,0,0,0,9.906e-04,4,9.906e-04,4,1.994e-05,84,0.017,67,0.029,117.864,0.029,117.864,0.238,962.861,1.831e-04,2.312,0.002,10,0.002,10,0.238,962.860,0.011,0.013,0.001,0.002,9.906e-04,4,9.906e-04,4,1.994e-05,84,0.017,67,9.966e-05,4.135e-05,8.514e-05,2.056e-04,0.004,72664,0.004,72664,0.907,15426807808.000,9.906e-04,8,9.906e-04,8,1.994e-05,84,0.017,67,
3773,3773,0,0,0,0,0,2.224,0,2.224,1.577e-04,1285.038,2.194e-06,0.003,0,0.001,2.483e-04,0,2.483e-04,0,2.549e-06,0,2.418e-06,1.709e-06,0,0,4,4,9,0.010,0.218,0,0,0,0,0.518,2.397e-04,0.993,2.475e-04,0,0,0,0,2.078e-05,0,2.078e-05,0,0,0,0.003,11,0.003,11,1.044e-05,44,0.007,27,0.024,97.897,0.024,97.897,0.214,864.976,1.535e-04,1.938,0.002,6.750,0.002,6.750,0.214,864.975,0.029,0.036,7.343e-04,0.001,7.429e-04,3,7.429e-04,3,1.044e-05,44,0.007,27,1.097e-04,2.206e-05,0,2.362e-04,0.003,48442,0.003,48442,0.907,15426806784.000,0.002,14,0.002,14,1.044e-05,44,0.007,27,
3774,3774,0,0,0,0,2.043e-06,33.301,2.043e-06,33.301,6.564e-06,53.505,5.132e-06,0.006,0,0.002,2.483e-04,0,2.483e-04,0,2.549e-06,0,2.186e-06,1.546e-06,0,0,3,3,10,0.021,0.012,0,0,0,0,0.518,2.396e-04,0.993,2.475e-04,0,0,0,0,2.077e-05,0,2.077e-05,0,0,0,0.003,11,0.003,11,2.326e-05,98,0.009,36,0.022,89.807,0.022,89.807,0.185,748.531,2.434e-04,3.072,0.002,9.167,0.002,9.167,0.185,748.531,0.028,0.035,0.002,0.002,0.002,7,0.002,7,2.326e-05,98,0.009,36,1.452e-04,4.970e-05,1.071e-05,4.415e-06,0.003,48449,0.003,48449,0.907,15426803712.000,0.002,18,0.002,18,2.326e-05,98,0.009,36,
3775,3775,0,0,0,0,0,17.833,0,17.833,7.260e-05,591.749,2.188e-06,0.003,0,6.372e-04,2.480e-04,0,2.480e-04,0,2.549e-06,0,2.667e-06,1.886e-06,0,0,3,3,9,0.188,0.582,0,0,0,0,0.512,2.368e-04,0.993,2.475e-04,0,0,0,0,2.075e-05,0,2.075e-05,0,0,0,0.001,6,0.001,6,6.409e-06,27,0.005,22,0.018,70.897,0.018,70.897,0.220,886.776,1.535e-04,1.938,0.001,4.333,0.001,4.333,0.220,886.775,0.015,0.019,4.531e-04,6.372e-04,7.429e-04,3,7.429e-04,3,6.409e-06,27,0.005,22,1.063e-04,1.292e-05,1.147e-05,1.772e-04,0.001,24224,0.001,24224,0.907,15426806784.000,0.001,9,0.001,9,6.409e-06,27,0.005,22,
3776,3776,0,0,0,0,4.462e-06,72.735,4.462e-06,72.735,8.413e-06,68.570,5.887e-06,0.007,0,0.003,2.489e-04,0,2.489e-04,0,2.549e-06,0,2.243e-06,1.586e-06,0,0,6,6,10,0.042,0.026,0,0,0,0,0.518,2.396e-04,0.993,2.475e-04,0,0,0,0,2.076e-05,0,2.076e-05,0,0,0,0.003,11,0.003,11,2.611e-05,110,0.008,32,0.021,85.697,0.021,85.697,0.188,758.081,2.575e-04,3.251,0.003,11.600,0.003,11.600,0.188,758.081,0.028,0.035,0.002,0.003,0.002,8,0.002,8,2.611e-05,110,0.008,32,1.500e-04,5.555e-05,2.217e-05,5.041e-06,0.005,84758,0.005,84758,0.907,15426803712.000,0.002,19,0.002,19,2.611e-05,110,0.008,32,
